kappa,concentration,mu,monotonicity,seed,face_value,outside_mid_ratio,big_entity_share,delta_passive,delta_active,trading_effect,trading_relief_ratio,phi_passive,phi_active,passive_run_id,passive_status,active_run_id,active_status,dealer_total_pnl,dealer_total_return,total_trades,n_defaults_passive,n_defaults_active,cascade_fraction_passive,cascade_fraction_active,cascade_effect,alpha_vbt,alpha_trader,dealer_passive_pnl,dealer_passive_return,dealer_trading_incremental_pnl,risk_aversion,planning_horizon,aggressiveness,default_observability,vbt_mid_sensitivity,vbt_spread_sensitivity,delta_lender,lending_effect,phi_lender,lender_run_id,lender_status,n_defaults_lender,cascade_fraction_lender,lender_total_pnl,lender_total_return,total_loans,delta_dealer_lender,combined_effect,phi_dealer_lender,dealer_lender_run_id,dealer_lender_status,n_defaults_dealer_lender,cascade_fraction_dealer_lender,delta_bank_passive,bank_passive_effect,phi_bank_passive,bank_passive_run_id,bank_passive_status,n_defaults_bank_passive,cascade_fraction_bank_passive,delta_bank_dealer,bank_dealer_effect,phi_bank_dealer,bank_dealer_run_id,bank_dealer_status,n_defaults_bank_dealer,cascade_fraction_bank_dealer,delta_bank_dealer_nbfi,bank_dealer_nbfi_effect,phi_bank_dealer_nbfi,bank_dealer_nbfi_run_id,bank_dealer_nbfi_status,n_defaults_bank_dealer_nbfi,cascade_fraction_bank_dealer_nbfi
1,0.5,1,0,62,20,0.90,0.25,0.7211374656008386843139824400,0.6572914528159857660986792582,0.0638460127848529182153031818,0.08853514874817601651844059247,0.2788625343991613156860175600,0.3427085471840142339013207418,balanced_passive_a446cdd02aea,completed,balanced_active_0848602cabfd,completed,58.333333333333336,0.02947616641401381,20,17,15,0.05882352941176470588235294118,0.06666666666666666666666666667,-0.00784313725490196078431372549,0,0,-790.0,-0.3991915108640728,848.3333333333334,0,10,1.0,1.0,1.0,0.0,0.6533288948069241011984021305,0.0678085707939145831155803095,0.3466711051930758988015978695,balanced_nbfi_dbd2579525a8,completed,15,0.06666666666666666666666666667,,,,0.6512391158740790354989953115,0.0698983497267596488149871285,0.3487608841259209645010046885,balanced_dealer_lender_7c6efdb5e8fa,completed,15,0.06666666666666666666666666667,,,,,,0,,,,,,,0,,,,,,,0,
1,1,0,0,63,20,0.90,0.25,0.4515635250382680953422261098,0.4515635250382680953422261098,0E-28,0,0.5484364749617319046577738902,0.5484364749617319046577738902,balanced_passive_b368b0048e4f,completed,balanced_active_22b2ca6b977c,completed,546.7019867549669,0.2613298215845922,9,29,29,0.4827586206896551724137931034,0.4827586206896551724137931034,0E-28,0,0,-877.0,-0.41921606118546845,1423.701986754967,0,10,1.0,1.0,1.0,0.0,0.2576718419709891391500838254,0.1938916830672789561921422844,0.7423281580290108608499161746,balanced_nbfi_0a18510c5bfd,completed,30,0.5,,,,0.4062978351191777826372184561,0.0452656899190903127050076537,0.5937021648808222173627815439,balanced_dealer_lender_10faf070ecaf,completed,31,0.5161290322580645161290322581,,,,,,0,,,,,,,0,,,,,,,0,
1,1,0.5,0,64,20,0.90,0.25,0.5892161635832521908471275560,0.5302240913941372167472223966,0.0589920721891149740999051594,0.1001195755227780680034746519,0.4107838364167478091528724440,0.4697759086058627832527776034,balanced_passive_966231101acd,completed,balanced_active_b809abd5fa2e,completed,757.7777777777778,0.37218947827985155,26,21,21,0.1428571428571428571428571429,0.09523809523809523809523809524,0.04761904761904761904761904766,0,0,-827.0,-0.406188605108055,1584.7777777777778,0,10,1.0,1.0,1.0,0.0,0.5454766833069523925483988798,0.0437394802762997982987286762,0.4545233166930476074516011202,balanced_nbfi_0e41a8b030e8,completed,19,0.1052631578947368421052631579,,,,0.5347492697176241480038948393,0.0544668938656280428432327167,0.4652507302823758519961051607,balanced_dealer_lender_ef6bb6a70d5d,completed,20,0.1,,,,,,0,,,,,,,0,,,,,,,0,
1,1,1,0,65,20,0.90,0.25,0.72500000000000000000000,0.4387166546503244412400865177,0.2862833453496755587599134823,0.3948735797926559431171220446,0.275000000000000000000000,0.5612833453496755587599134823,balanced_passive_1cc0cbd48279,completed,balanced_active_b5d99d823d93,completed,1344.1538461538462,0.6425209589645536,19,16,13,0.0625,0,0.0625,0,0,-931.0,-0.4450286806883365,2275.153846153846,0,10,1.0,1.0,1.0,0.0,0.5453458241977277257325094678,0.1796541758022722742674905322,0.4546541758022722742674905322,balanced_nbfi_e7055e2ac52a,completed,14,0,,,,0.5803283011404838816006328697,0.1446716988595161183993671303,0.4196716988595161183993671303,balanced_dealer_lender_392a53e1b69e,completed,14,0,,,,,,0,,,,,,,0,,,,,,,0,
1,2,0,0,66,20,0.90,0.25,0.3317487018211072917428508740,0.3317487018211072917428508740,0E-28,0,0.6682512981788927082571491260,0.6682512981788927082571491260,balanced_passive_2f0aa66a77aa,completed,balanced_active_6a85d4a1136b,completed,212.0,0.1004739336492891,9,32,32,0.4375,0.4375,0.0000,0,0,-946.0,-0.4483412322274882,1158.0,0,10,1.0,1.0,1.0,0.0,0.1008557010166020624588605280,0.2308930008045052292839903460,0.8991442989833979375411394720,balanced_nbfi_8d5374bc293e,completed,32,0.4375,,,,0.2548818840049733050537555767,0.0768668178161339866890952973,0.7451181159950266949462444233,balanced_dealer_lender_e6ba778dcc2e,completed,31,0.4193548387096774193548387097,,,,,,0,,,,,,,0,,,,,,,0,
1,2,0.5,0,67,20,0.90,0.25,0.5551645366425881336049885781,0.3979143438053387551649504821,0.1572501928372493784400380960,0.2832497078942313370321727136,0.4448354633574118663950114219,0.6020856561946612448350495179,balanced_passive_d6fd2662d3aa,completed,balanced_active_48e78e101988,completed,2290.6,1.0944099378881988,28,20,19,0.1,0.1052631578947368421052631579,-0.0052631578947368421052631579,0,0,-584.0,-0.27902532250358336,2874.6,0,10,1.0,1.0,1.0,0.0,0.4736600406744079249491569901,0.0815044959681802086558315880,0.5263399593255920750508430099,balanced_nbfi_b1d30e9d80d5,completed,19,0.1578947368421052631578947368,,,,0.5091404122909373784519642163,0.0460241243516507551530243618,0.4908595877090626215480357837,balanced_dealer_lender_db8cd44dc832,completed,17,0.05882352941176470588235294118,,,,,,0,,,,,,,0,,,,,,,0,
1,2,1,0,68,20,0.90,0.25,0.6617052347787014154122669063,0.3792750096067631612655309338,0.2824302251719382541467359725,0.4268218087565731836710370303,0.3382947652212985845877330937,0.6207249903932368387344690662,balanced_passive_9f39ab9952fc,completed,balanced_active_1ce23df39631,completed,1598.0,0.7559129612109745,23,19,14,0,0.07142857142857142857142857143,-0.07142857142857142857142857143,0,0,-875.0,-0.4139072847682119,2473.0,0,10,1.0,1.0,1.0,0.0,0.5267795438838977194194885971,0.1349256908948036959927783092,0.4732204561161022805805114029,balanced_nbfi_878ae0736f71,completed,17,0,,,,0.5244654728394322333353296999,0.1372397619392691820769372064,0.4755345271605677666646703001,balanced_dealer_lender_668871a6fcca,completed,15,0,,,,,,0,,,,,,,0,,,,,,,0,
2,0.5,0,0,69,20,0.90,0.25,0.4468832309043020193151887621,0.4468832309043020193151887621,0E-28,0,0.5531167690956979806848112379,0.5531167690956979806848112379,balanced_passive_1792cbd379e4,completed,balanced_active_5aa015759278,completed,271.0,0.1369378473976756,7,27,27,0.3333333333333333333333333333,0.3333333333333333333333333333,0E-28,0,0,-767.0,-0.3875694795351187,1038.0,0,10,1.0,1.0,1.0,0.0,0.02465613110916008194322505120,0.4222270997951419373719637109,0.9753438688908399180567749488,balanced_nbfi_92a496698b3e,completed,28,0.3571428571428571428571428571,,,,0.2120280948200175592625109745,0.2348551360842844600526777876,0.7879719051799824407374890255,balanced_dealer_lender_dd6da9077a34,completed,28,0.3571428571428571428571428571,,,,,,0,,,,,,,0,,,,,,,0,
2,0.5,0.5,0,70,20,0.90,0.25,0.4313309130762380984998972532,0.3678036063436888985444275473,0.0635273067325491999554697059,0.1472820630440663443147375316,0.5686690869237619015001027468,0.6321963936563111014555724527,balanced_passive_243d365b6e35,completed,balanced_active_2f556669e45b,completed,1061.857142857143,0.5630207544311467,18,12,12,0,0.08333333333333333333333333333,-0.08333333333333333333333333333,0,0,-706.0,-0.3743372216330859,1767.857142857143,0,10,1.0,1.0,1.0,0.0,0.4347558051921364477018973902,-0.0034248921158983492020001370,0.5652441948078635522981026098,balanced_nbfi_56f46a27707c,completed,12,0,,,,0.4347558051921364477018973902,-0.0034248921158983492020001370,0.5652441948078635522981026098,balanced_dealer_lender_7ab18b2894cd,completed,12,0,,,,,,0,,,,,,,0,,,,,,,0,
2,0.5,1,0,71,20,0.90,0.25,0.5653567536380537213923969485,0.4325095057034220532319391635,0.1328472479346316681604577850,0.2349795011375801555318041715,0.4346432463619462786076030515,0.5674904942965779467680608365,balanced_passive_5f74a71bbca6,completed,balanced_active_0ede75100dfa,completed,-104.4,-0.053703703703703705,20,9,7,0,0,0,0,0,-779.0,-0.4007201646090535,674.6,0,10,1.0,1.0,1.0,0.0,0.4837813388472473507366244508,0.0815754147908063706557724977,0.5162186611527526492633755492,balanced_nbfi_55311e8471e2,completed,10,0,,,,0.5406673618352450469238790407,0.0246893918028086744685179078,0.4593326381647549530761209593,balanced_dealer_lender_e797f135fee3,completed,9,0,,,,,,0,,,,,,,0,,,,,,,0,
2,1,0,0,72,20,0.90,0.25,0.2940961299290365059623966640,0.2940961299290365059623966640,0E-28,0,0.7059038700709634940376033360,0.7059038700709634940376033360,balanced_passive_dbeaa941397e,completed,balanced_active_db06bc0d2b2a,completed,187.0,0.08934543717152413,7,29,29,0.3793103448275862068965517241,0.3793103448275862068965517241,0E-28,0,0,-858.0,-0.40993788819875776,1045.0,0,10,1.0,1.0,1.0,0.0,0.008413197746726168702904382201,0.2856829321823103372594922818,0.9915868022532738312970956178,balanced_nbfi_ae4fc5beac80,completed,28,0.3214285714285714285714285714,,,,0.1362206452556880532591996488,0.1578754846733484527031970152,0.8637793547443119467408003512,balanced_dealer_lender_265d5d93e5af,completed,29,0.3793103448275862068965517241,,,,,,0,,,,,,,0,,,,,,,0,
2,1,0.5,0,73,20,0.90,0.25,0.2889493369602176130567834070,0.1361226536753116492334145293,0.1528266832849059638233688777,0.5289047723475034591721909500,0.7110506630397823869432165930,0.8638773463246883507665854707,balanced_passive_3f30e653c4f6,completed,balanced_active_1402731e08b9,completed,596.5,0.28486150907354346,14,5,11,0,0.2727272727272727272727272727,-0.2727272727272727272727272727,0,0,-931.0,-0.444603629417383,1527.5,0,10,1.0,1.0,1.0,0.0,0.3114253468764522339507402244,-0.0224760099162346208939568174,0.6885746531235477660492597756,balanced_nbfi_ad9bfcf1920e,completed,6,0.1666666666666666666666666667,,,,0.3114253468764522339507402244,-0.0224760099162346208939568174,0.6885746531235477660492597756,balanced_dealer_lender_ab4ef2c3c94c,completed,6,0.1666666666666666666666666667,,,,,,0,,,,,,,0,,,,,,,0,
2,1,1,0,74,20,0.90,0.25,0.4629220574313663616282739034,0.2403421820897549052888858714,0.2225798753416114563393880320,0.4808150136043399489703617406,0.5370779425686336383717260966,0.7596578179102450947111141286,balanced_passive_f0d76ff4e928,completed,balanced_active_cd92cafe3ba8,completed,-536.6923076923077,-0.26091021278187054,49,12,11,0,0,0,0,0,-279.0,-0.13563441905687895,-257.69230769230774,0,10,1.0,1.0,1.0,0.0,0.4500401821591213501205464774,0.0128818752722450115077274260,0.5499598178408786498794535226,balanced_nbfi_4e05d152c628,completed,11,0,,,,0.4500401821591213501205464774,0.0128818752722450115077274260,0.5499598178408786498794535226,balanced_dealer_lender_1603e9b9db5b,completed,11,0,,,,,,0,,,,,,,0,,,,,,,0,
2,2,0,0,75,20,0.90,0.25,0.01433432273944834576123941218,0.01433432273944834576123941218,0E-29,0,0.9856656772605516542387605879,0.9856656772605516542387605879,balanced_passive_e8d4a22eebd7,completed,balanced_active_32ccddc55914,completed,350.0,0.1656412683388547,5,33,33,0.5454545454545454545454545455,0.5454545454545454545454545455,0E-28,0,0,-847.0,-0.40085186938002837,1197.0,0,10,1.0,1.0,1.0,0.0,0.01028017085354376312169695215,0.00405415188590458263954246003,0.9897198291464562368783030479,balanced_nbfi_01ee351593e3,completed,32,0.53125,,,,0.01028017085354376312169695215,0.00405415188590458263954246003,0.9897198291464562368783030479,balanced_dealer_lender_d7a1aa2d0561,completed,32,0.5,,,,,,0,,,,,,,0,,,,,,,0,
2,2,0.5,0,76,20,0.90,0.25,0.09902121883260698721154533114,0.07780621572212065813528336380,0.02121500311048632907626196734,0.2142470407918305541705907337,0.9009787811673930127884546689,0.9221937842778793418647166362,balanced_passive_c60a6f676d90,completed,balanced_active_5ad53b7ebd6b,completed,778.0,0.3681968764789399,13,4,4,0,0,0,0,0,-950.0,-0.4495977283483199,1728.0,0,10,1.0,1.0,1.0,0.0,0.1103350970017636684303350970,-0.01131387816915668121878976586,0.8896649029982363315696649030,balanced_nbfi_c3b6f2064fc9,completed,5,0,,,,0.1103350970017636684303350970,-0.01131387816915668121878976586,0.8896649029982363315696649030,balanced_dealer_lender_37423e25b1ec,completed,5,0,,,,,,0,,,,,,,0,,,,,,,0,
2,2,1,0,77,20,0.90,0.25,0.2426520384667479344439929568,0.1266058996626713557740615804,0.1160461388040765786699313764,0.4782409393192840526486761663,0.7573479615332520655560070432,0.8733941003373286442259384196,balanced_passive_e529e3f666f4,completed,balanced_active_e67194a73f49,completed,195.33333333333334,0.09257503949447077,20,9,8,0,0,0,0,0,-913.0,-0.4327014218009479,1108.3333333333333,0,10,1.0,1.0,1.0,0.0,0.2595151022619531355817418394,-0.0168630637952052011377488826,0.7404848977380468644182581606,balanced_nbfi_374ade4ed949,completed,9,0,,,,0.2595151022619531355817418394,-0.0168630637952052011377488826,0.7404848977380468644182581606,balanced_dealer_lender_a2c4c8c30029,completed,9,0,,,,,,0,,,,,,,0,,,,,,,0,
4,0.5,0,0,78,20,0.90,0.25,0.09741826958238864916258319323,0.09741826958238864916258319323,0E-29,0,0.9025817304176113508374168068,0.9025817304176113508374168068,balanced_passive_5a9d7567af30,completed,balanced_active_aa71dcb12139,completed,-61.0,-0.031122448979591835,2,24,24,0.375,0.375,0.000,0,0,-679.0,-0.3464285714285714,618.0,0,10,1.0,1.0,1.0,0.0,0,0.09741826958238864916258319323,1,balanced_nbfi_b841259f6daf,completed,24,0.375,,,,0.02654867256637168141592920350,0.07086959701601696774665398973,0.9734513274336283185840707965,balanced_dealer_lender_48aa0d6378ae,completed,24,0.375,,,,,,0,,,,,,,0,,,,,,,0,
4,0.5,0.5,0,79,20,0.90,0.25,0.2897089322749052420796681685,0.2697867990654205607476635514,0.0199221332094846813320046171,0.06876603028097366059378438926,0.7102910677250947579203318315,0.7302132009345794392523364486,balanced_passive_7dc0f594f62c,completed,balanced_active_e5256b710390,completed,380.3333333333333,0.19404761904761905,7,4,4,0,0,0,0,0,-787.0,-0.40153061224489794,1167.3333333333333,0,10,1.0,1.0,1.0,0.0,0.2897089322749052420796681685,0E-28,0.7102910677250947579203318315,balanced_nbfi_7f73bb4c03ea,completed,4,0,,,,0.2897089322749052420796681685,0E-28,0.7102910677250947579203318315,balanced_dealer_lender_1c48d895579f,completed,4,0,,,,,,0,,,,,,,0,,,,,,,0,
4,0.5,1,0,80,20,0.90,0.25,0.4106119561372479660417403608,0.2488353759048233354834085860,0.1617765802324246305583317748,0.3939889665033291097419055198,0.5893880438627520339582596392,0.7511646240951766645165914140,balanced_passive_04f5d69e9b3c,completed,balanced_active_9a75285b63fe,completed,-78.0,-0.03945371775417299,9,5,5,0,0,0,0,0,-756.0,-0.38239757207890746,678.0,0,10,1.0,1.0,1.0,0.0,0.326562500000000000000000,0.0840494561372479660417403608,0.673437500000000000000000,balanced_nbfi_05ccee6e1cb1,completed,4,0,,,,0.3575521754510081358330385568,0.0530597806862398302087018040,0.6424478245489918641669614432,balanced_dealer_lender_cff8bc6342eb,completed,5,0,,,,,,0,,,,,,,0,,,,,,,0,
4,1,0,0,81,20,0.90,0.25,0.006969652969362567155510381879,0.006969652969362567155510381879,0E-30,0,0.9930303470306374328444896181,0.9930303470306374328444896181,balanced_passive_748c4930fd08,completed,balanced_active_90ae716893a8,completed,12.0,0.005673758865248227,3,22,22,0.2727272727272727272727272727,0.2727272727272727272727272727,0E-28,0,0,-878.0,-0.4151300236406619,890.0,0,10,1.0,1.0,1.0,0.0,0.006969652969362567155510381879,0E-30,0.9930303470306374328444896181,balanced_nbfi_be0d4da89060,completed,21,0.1904761904761904761904761905,,,,0.006969652969362567155510381879,0E-30,0.9930303470306374328444896181,balanced_dealer_lender_e5d60d58a334,completed,24,0.3333333333333333333333333333,,,,,,0,,,,,,,0,,,,,,,0,
4,1,0.5,0,82,20,0.90,0.25,0.03953201075503233776615071578,0.02373648846041484078293894245,0.01579552229461749698321177333,0.3995628351033664999742228177,0.9604679892449676622338492842,0.9762635115395851592170610576,balanced_passive_910f7a11fc6c,completed,balanced_active_efd18dbab93a,completed,260.2134831460674,0.12780622944305864,5,2,1,0,0,0,0,0,-812.0,-0.3988212180746562,1072.2134831460673,0,10,1.0,1.0,1.0,0.0,0.03953201075503233776615071578,0E-29,0.9604679892449676622338492842,balanced_nbfi_9e226be8e17d,completed,2,0,,,,0.03953201075503233776615071578,0E-29,0.9604679892449676622338492842,balanced_dealer_lender_66a8bac9c382,completed,2,0,,,,,,0,,,,,,,0,,,,,,,0,
4,1,1,0,83,20,0.90,0.25,0.02354901818708789218172596188,0,0.02354901818708789218172596188,1,0.9764509818129121078182740381,1,balanced_passive_88e2f3460e7e,completed,balanced_active_2f4126c8d974,completed,61.57142857142857,0.029403738572793013,2,1,0,0,,,0,0,-866.0,-0.41356255969436484,927.5714285714286,0,10,1.0,1.0,1.0,0.0,0.02354901818708789218172596188,0E-29,0.9764509818129121078182740381,balanced_nbfi_b362e66177fe,completed,1,0,,,,0.02354901818708789218172596188,0E-29,0.9764509818129121078182740381,balanced_dealer_lender_fb47421c5a2d,completed,1,0,,,,,,0,,,,,,,0,,,,,,,0,
4,2,0,0,84,20,0.90,0.25,0.03191027496382054992764109988,0.03191027496382054992764109988,0E-29,0,0.9680897250361794500723589001,0.9680897250361794500723589001,balanced_passive_d83afe695e63,completed,balanced_active_fc68b53a7f15,completed,69.0,0.032670454545454544,10,25,25,0.28,0.28,0.00,0,0,-905.0,-0.4285037878787879,974.0,0,10,1.0,1.0,1.0,0.0,0.01041968162083936324167872648,0.02149059334298118668596237340,0.9895803183791606367583212735,balanced_nbfi_ffd72d0e0b2f,completed,25,0.28,,,,0.01041968162083936324167872648,0.02149059334298118668596237340,0.9895803183791606367583212735,balanced_dealer_lender_e5d0a46724b4,completed,25,0.28,,,,,,0,,,,,,,0,,,,,,,0,
4,2,0.5,0,85,20,0.90,0.25,0,0,0,0,1,1,balanced_passive_d779512347bc,completed,balanced_active_d0901e559fec,completed,-44.69565217391305,-0.021142692608284316,1,0,0,,,,0,0,-950.0,-0.44938505203405865,905.304347826087,0,10,1.0,1.0,1.0,0.0,0,0,1,balanced_nbfi_c4985330c265,completed,0,,,,,0,0,1,balanced_dealer_lender_4e9ad67ccc7d,completed,0,,,,,,,0,,,,,,,0,,,,,,,0,
4,2,1,0,86,20,0.90,0.25,0.1175510204081632653061224490,0,0.1175510204081632653061224490,1,0.8824489795918367346938775510,1,balanced_passive_547a4be3fbee,completed,balanced_active_8e6f29306a31,completed,15.272727272727273,0.007238259370960793,7,4,0,0,,,0,0,-950.0,-0.45023696682464454,965.2727272727273,0,10,1.0,1.0,1.0,0.0,0.1175510204081632653061224490,0E-28,0.8824489795918367346938775510,balanced_nbfi_dd84c7bd11b8,completed,4,0,,,,0.1175510204081632653061224490,0E-28,0.8824489795918367346938775510,balanced_dealer_lender_107aa5d41607,completed,4,0,,,,,,0,,,,,,,0,,,,,,,0,
